,name,genres,minimum,recommended,release_date,developer,publisher,overall_player_rating,reviews,english_reviews
21,Street Fighter™ 6,"['2D Fighter', 'Fighting', 'Character Customization', 'Action', 'Arcade', 'Multiplayer', 'Adventure', 'Competitive', 'PvP', 'eSports', 'Open World', 'Singleplayer', 'Local Multiplayer', 'Controller', 'Action RPG', '3D', 'Great Soundtrack', 'Martial Arts', 'Sandbox', '3D Fighter']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 (64 bit required)', 'Processor: Intel Core i5-7500 / AMD Ryzen 3 1200', 'Memory: 8 GB RAM', 'Graphics: GTX1060 (VRAM 6GB) / Radeon RX 580 (VRAM 4GB)', 'DirectX: Version 12', 'Storage: 60 GB available space', 'Additional Notes: - The framerate may drop during graphic-intensive scenes.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 (64 bit)/Windows 11 (64 bit)', 'Processor: Intel Core i7 8700 / AMD Ryzen 5 3600', 'Memory: 16 GB RAM', 'Graphics: RTX2070 / Radeon RX 5700XT', 'DirectX: Version 12', 'Storage: 60 GB available space', 'Additional Notes: - The framerate may drop during graphic-intensive scenes.']","1 Jun, 2023","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']",2.0,"(29,249)","22,350"
22,The First Descendant,"['Free to Play', 'Sexual Content', 'Looter Shooter', 'Multiplayer', 'Third-Person Shooter', 'RPG', 'Online Co-Op', 'Action', 'Shooter', 'Action RPG', 'Third Person', 'Singleplayer', 'Adventure', 'Sci-fi', 'Character Customization', 'Co-op', 'PvE', 'Story Rich', 'Combat', 'Violent']","['OS: Windows 10 x64 20H2', 'Processor: Intel i5-3570 / AMD FX-8350', 'Memory: 8 GB RAM', 'Graphics: GeForce GTX 1050Ti or AMD Radeon RX 570 Video Memory 4GB', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 50 GB available space']","['OS: Windows 10 x64 20H2', 'Processor: Intel i7-7700K / AMD Ryzen 5 2600X', 'Memory: 16 GB RAM', 'Graphics: GeForce RTX 2060 or AMD Radeon RX 5600XT', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 50 GB available space']","30 Jun, 2024","['NEXON Games Co., Ltd.']",['NEXON'],5.0,"(86,455)","40,551"
23,Call of Duty®: Modern Warfare® III - BlackCell (Season 6),"['FPS', 'Multiplayer', 'Action', 'Shooter', 'Singleplayer', 'Military', 'First-Person', 'War', 'Modern', 'Tactical', 'Violent', 'Co-op', 'Realistic', 'Story Rich', 'Atmospheric', 'Mature', 'Online Co-Op', 'Gore', 'Third-Person Shooter', 'Third Person']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 64 Bit (latest update)', 'Processor: Intel® Core™ i5-6600 or AMD Ryzen™ 5 1400', 'Memory: 8 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 960 / GTX 1650 or AMD Radeon™ RX 470', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Additional Notes: SSD with 149 GB available space at launch (78 GB if COD HQ and Call of Duty®: Warzone™ are already installed)']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 64 Bit (latest update) or Windows® 11 64 Bit (latest update)', 'Processor: Intel® Core™ i7-6700K or AMD Ryzen™ 5 1600X', 'Memory: 16 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 1080Ti / RTX 3060 or AMD Radeon™ RX 6600XT', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Additional Notes: SSD with 149 GB available space at launch (78 GB if COD HQ and Call of Duty®: Warzone™ are already installed)']","18 Sep, 2024","['Sledgehammer Games', 'Treyarch', 'Infinity Ward', 'Beenox', 'Raven Software', 'High Moon Studios', 'Demonware']",['Activision'],5.0,(62% of 62) All Time,19
24,The Crew™ 2,"['Racing', 'Open World', 'Automobile Sim', 'Multiplayer', 'Driving', 'Massively Multiplayer', 'Action', 'Flight', 'Co-op', 'Singleplayer', 'Arcade', 'Online Co-Op', 'First-Person', 'Third Person', 'America', 'Simulation', 'Sports', 'Atmospheric', 'Adventure', 'Sandbox']","['OS *: Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OS', 'Processor: Intel Core i5-2400s @ 2.5 GHz or AMD FX-6100 @ 3.3 GHz or equivalent', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 660 or AMD HD 7870 (2GB VRAM with Shader Model 5.0 or better)', 'Additional Notes: Game contains BattlEye (https://www.battleye.com/) anti-cheat technology and VMProtect (http://vmpsoft.com/support/user-manual/introduction/what-is-vmprotect/) anti-piracy technology.']","['OS *: Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OS', 'Processor: Intel Core i5-4690k @ 3.5 GHz or AMD Ryzen 5 1600 @ 3.2 GHz or equivalent', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 1060 (6GB) or GTX 970 (4GB) or AMD RX 470 (8GB) or better', 'Additional Notes: Game contains BattlEye (https://www.battleye.com/) anti-cheat technology and VMProtect (http://vmpsoft.com/support/user-manual/introduction/what-is-vmprotect/) anti-piracy technology.']","28 Jun, 2018",['Ivory Tower'],['Ubisoft'],3.0,"(71,364)","25,914"
25,Battlefield™ V,"['FPS', 'Multiplayer', 'World War II', 'Singleplayer', 'Shooter', 'War', 'Military', 'First-Person', 'Massively Multiplayer', 'PvP', 'Combat', 'Open World', 'Action', 'Historical', 'Destruction', 'Battle Royale', 'Atmospheric', 'Violent', 'Sexual Content', 'Female Protagonist']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows 10', 'Processor: AMD FX-8350/ Core i5 6600K', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce® GTX 1050 / NVIDIA GeForce® GTX 660 2GB or AMD Radeon™ RX 560 / HD 7850 2GB', 'DirectX: Version 11', 'Storage: 50 GB available space']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows 10 or later', 'Processor: AMD Ryzen 3 1300X/Intel Core i7 4790', 'Memory: 12 GB RAM', 'Graphics: NVIDIA GeForce® GTX 1060 6GB/AMD Radeon™ RX 580 8GB', 'DirectX: Version 11', 'Storage: 50 GB available space']","9 Nov, 2018",['DICE'],['Electronic Arts'],3.0,"(196,885)","34,879"
26,Sea of Thieves: 2024 Edition,"['Multiplayer', 'Open World', 'Adventure', 'Pirates', 'Co-op', 'Online Co-Op', 'Action', 'PvP', 'Sailing', 'First-Person', 'Exploration', 'Naval', 'PvE', 'Funny', 'Massively Multiplayer', 'FPS', 'Atmospheric', 'Great Soundtrack', 'Swordplay', 'Singleplayer']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel Q9450 @ 2.6GHz - AMD Phenom II X6 @ 3.3 GHz', 'Memory: 4 GB RAM', 'Graphics: Nvidia GeForce GTX 650 - AMD Radeon 7750 - Intel A310', 'DirectX: Version 11', 'Storage: 100 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel i7 4790 @4Ghz - AMD Ryzen 5 1600 @3.6Ghz', 'Memory: 16 GB RAM', 'Graphics: Nvidia Geforce GTX 1080ti - AMD Radeon Rx Vega 64 - Intel A750', 'DirectX: Version 12', 'Storage: 100 GB available space']","3 Jun, 2020",['Rare Ltd'],['Xbox Game Studios'],2.0,"(293,132)","149,839"
27,Halo: The Master Chief Collection,"['Great Soundtrack', 'FPS', 'Classic', 'Multiplayer', 'Story Rich', 'Sci-fi', 'Co-op', 'First-Person', 'Epic', 'Shooter', 'Action', 'Singleplayer', 'Aliens', 'Lore-Rich', 'Beautiful', 'Space', 'Atmospheric', 'Adventure', 'Horror', 'Online Co-Op']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7', 'Processor: AMD Phenom II X4 960T ; Intel i3550', 'Graphics: AMD HD 6850 ; NVIDIA GeForce GTS 450', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 43 GB available space', 'Additional Notes: Direct3D feature Level 11.1']",['Requires a 64-bit processor and operating system'],"3 Dec, 2019","['343 Industries', 'Splash Damage', 'Ruffian Games', 'Bungie', 'Saber Interactive']",['Xbox Game Studios'],2.0,"(210,760)","159,652"
28,Call of Duty®: Modern Warfare® III,"['Action', 'FPS', 'Multiplayer', 'Singleplayer', 'Shooter', 'Military', 'First-Person', 'PvP', 'War', 'Modern', 'Co-op', 'Tactical', 'Violent', 'Online Co-Op', 'Gore', 'Story Rich', 'Realistic', 'Combat', 'Open World', 'PvE']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 64 Bit (latest update)', 'Processor: Intel® Core™ i5-6600 or AMD Ryzen™ 5 1400', 'Memory: 8 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 960 / GTX 1650 or AMD Radeon™ RX 470', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Additional Notes: SSD with 149 GB available space at launch (78 GB if COD HQ and Warzone™ are already installed)']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 64 Bit (latest update) or Windows® 11 64 Bit (latest update)', 'Processor: Intel® Core™ i7-6700K or AMD Ryzen™ 5 1600X', 'Memory: 16 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 1080Ti / RTX 3060 or AMD Radeon™ RX 6600XT or Intel® Arc™ A770', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Additional Notes: SSD with 149 GB available space at launch (78 GB if COD HQ and Warzone™ are already installed)']","10 Nov, 2023","['Sledgehammer Games', 'Treyarch', 'Infinity Ward', 'Beenox', 'Raven Software', 'High Moon Studios', 'Demonware']",['Activision'],6.0,"(10,974)","6,927"
29,The Witcher 3: Wild Hunt,"['Open World', 'RPG', 'Story Rich', 'Atmospheric', 'Mature', 'Fantasy', 'Adventure', 'Singleplayer', 'Nudity', 'Choices Matter', 'Great Soundtrack', 'Third Person', 'Medieval', 'Action', 'Multiple Endings', 'Action RPG', 'Magic', 'Dark Fantasy', 'Dark', 'Sandbox']","['OS *: 64-bit Windows 7, 64-bit Windows 8 (8.1)', 'Processor: Intel CPU Core i5-2500K 3.3GHz / AMD A10-5800K APU (3.8GHz)', 'Memory: 6 GB RAM', 'Graphics: Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870', 'DirectX: Version 11', 'Storage: 50 GB available space']","['OS: 64-bit Windows 10/11', 'Processor: Intel Core i5-7400 / Ryzen 5 1600', 'Memory: 8 GB RAM', 'Graphics: Nvidia GTX 1070 / Radeon RX 480', 'DirectX: Version 12', 'Storage: 50 GB available space']","18 May, 2015",['CD PROJEKT RED'],['CD PROJEKT RED'],1.0,"(726,659)","229,117"
30,LOCKDOWN Protocol,"['Early Access', 'Multiplayer', 'Social Deduction', 'Conversation', 'Action', 'Space', 'Casual', 'Investigation', 'Sci-fi', 'Real Time Tactics', 'FPS', 'Puzzle', 'PvP', 'First-Person', 'Perma Death', 'Cute', '3D', 'Team-Based', 'Strategy', 'Stylized']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel i3-4150, Ryzen 3 1200', 'Memory: 2 GB RAM', 'Graphics: GTX 1050', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 2 GB available space']",['Requires a 64-bit processor and operating system'],"22 Jul, 2024",['Mirage Creative Lab'],['Mirage Creative Lab'],2.0,"(3,459)","2,632"
31,Call of Duty®: Warzone™,"['Free to Play', 'FPS', 'Battle Royale', 'Multiplayer', 'Action', 'Shooter', 'Violent', 'First-Person', 'Singleplayer', 'Gore', 'Military', 'PvP', 'Online Co-Op', 'Survival', 'Co-op', 'Realistic', 'Open World', 'Third Person', 'Adventure', 'Atmospheric']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 64 Bit (latest update)', 'Processor: Intel® Core™ i3-6100 / Core™ i5-2500K or AMD Ryzen™ 3 1200', 'Memory: 8 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 960 or AMD Radeon™ RX 470 - DirectX 12.0 compatible system', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 125 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 64 Bit (latest update) or Windows® 11 64 Bit (latest update)', 'Processor: Intel® Core™ i5-6600K / Core™ i7-4770 or AMD Ryzen™ 5 1400', 'Memory: 12 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 1060 or AMD Radeon™ RX 580 - DirectX 12.0 compatible system', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 125 GB available space']","16 Nov, 2022","['Infinity Ward', 'Raven Software', 'Beenox', 'Treyarch', 'High Moon Studios', 'Sledgehammer Games', 'Activision Shanghai', 'Demonware', 'Toys for Bob']",['Activision'],6.0,"(37,789)","15,528"
32,Rust,"['Survival', 'Crafting', 'Multiplayer', 'Open World', 'Open World Survival Craft', 'Building', 'PvP', 'Sandbox', 'Adventure', 'First-Person', 'Action', 'Nudity', 'FPS', 'Shooter', 'Co-op', 'Online Co-Op', 'Indie', 'Early Access', 'Post-apocalyptic', 'Simulation']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64bit', 'Processor: Intel Core i7-3770 / AMD FX-9590 or better', 'Memory: 10 GB RAM', 'Graphics: GTX 1050 / AMD 500 Series or better', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 35 GB available space', 'Additional Notes: SSD is highly recommended or expect longer than average load times.']","['Requires a 64-bit processor and operating system', 'OS: Windows 11 64bit', 'Processor: Intel Core i7-4790K / AMD Ryzen 5 2600 or better', 'Memory: 16 GB RAM', 'Graphics: RTX 3060 / RX 570 Series or better', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 35 GB available space', 'Additional Notes: SSD Required']","8 Feb, 2018",['Facepunch Studios'],['Facepunch Studios'],2.0,"(913,328)","550,141"
33,Noita,"['Physics', 'Difficult', 'Roguelike', 'Pixel Graphics', 'Dungeon Crawler', 'Indie', 'Open World', '2D', 'Sandbox', 'Perma Death', 'Action', 'Action Roguelike', 'Gun Customization', 'RPG', '2D Platformer', 'Roguelite', 'Dark Humor', 'Mythology', 'Action-Adventure', 'Crafting']","['OS *: Windows Vista, 7, 8/8.1, 10', 'Processor: Dual Core CPU, Intel i5 or better', 'Memory: 4 GB RAM', 'Graphics: 512MB VRAM, OpenGL 3.0 support', 'Storage: 1600 MB available space']","['OS *: Windows Vista, 7, 8/8.1, 10', 'Processor: The more cores the better', 'Memory: 8 GB RAM', 'Graphics: 1024MB VRAM, OpenGL 3.0 support', 'Storage: 2500 MB available space']","15 Oct, 2020",['Nolla Games'],['Nolla Games'],1.0,"(63,810)","42,592"
34,Dead Rising Deluxe Remaster,"['Action', 'Adventure', 'Zombies', 'Action-Adventure', 'Sandbox', 'Survival', 'Spectacle fighter', 'Horror', 'Dark', 'Dark Comedy', 'Time Management', 'Singleplayer', 'Sci-fi', 'Third Person', 'LGBTQ+', 'Gore', 'Cinematic', 'Cute', 'Multiple Endings', 'Funny']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 (64bit)  / Windows 11 (64bit)', 'Processor: Intel Core i7-6700 / AMD Ryzen 5 3400G', 'Memory: 16 GB RAM', 'Graphics: NVIDIA GeForce GTX 1060 (6GB) / AMD Radeon RX 580', 'DirectX: Version 12', 'Network: Broadband Internet connection']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 (64bit)  / Windows 11 (64bit)', 'Processor: Intel Core i7-8700 / AMD Ryzen 5 3600', 'Memory: 16 GB RAM', 'Graphics: NVIDIA GeForce GTX 1070Ti / AMD Radeon RX 5700', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Additional Notes: NVIDIA GeForce RTX 3080 or AMD Radeon RX 6900 XT required to support 4K/60fps.']","19 Sep, 2024","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']",2.0,"(81% of 1,338) All Time","1,386"
35,ELDEN RING Shadow of the Erdtree,"['Action', 'RPG', 'Souls-like', 'Difficult', 'Fantasy', 'Dark', 'Lore-Rich', 'Exploration', 'Adventure', 'Story Rich', 'Third Person', 'Singleplayer', 'PvE', 'Action RPG', 'Character Customization', 'PvP', 'Online Co-Op', 'Multiplayer', '3D', 'Co-op']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: INTEL CORE I5-8400 or AMD RYZEN 3 3300X', 'Memory: 12 GB RAM', 'Graphics: NVIDIA GEFORCE GTX 1060 3 GB or AMD RADEON RX 580 4 GB', 'DirectX: Version 12', 'Storage: 60 GB available space', 'Sound Card: Windows Compatible Audio Device', 'Additional Notes:']","['Requires a 64-bit processor and operating system', 'OS: Windows 10/11', 'Processor: INTEL CORE I7-8700K or AMD RYZEN 5 3600X', 'Memory: 16 GB RAM', 'Graphics: NVIDIA GEFORCE GTX 1070 8 GB or AMD RADEON RX VEGA 56 8 GB', 'DirectX: Version 12', 'Storage: 60 GB available space', 'Sound Card: Windows Compatible Audio Device', 'Additional Notes:']","21 Jun, 2024","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']",3.0,"(78,436)","47,928"
36,Diablo® IV,"['Action RPG', 'Hack and Slash', 'Loot', 'Isometric', 'RPG', 'Online Co-Op', 'Singleplayer', 'Co-op', 'Action', 'Third Person', 'Dungeon Crawler', 'Multiplayer', 'Fantasy', 'PvE', 'Dark Fantasy', 'Story Rich', 'Gore', 'Exploration', 'Violent', 'Point & Click']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows® 10 version 1909 or newer', 'Processor: Intel® Core™ i5-2500K or AMD™ FX-8350', 'Memory: 8 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 660 or Intel® Arc™ A380 or AMD Radeon™ R9 280', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 90 GB available space', 'Additional Notes: *1080p native resolution / 720p render resolution, low graphics settings, 30fps, SSD Required']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows® 10 version 1909 or newer', 'Processor: Intel® Core™ i5-4670K or AMD Ryzen™ 1300X', 'Memory: 16 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 970 or Intel® Arc™ A750 or AMD Radeon™ RX 470', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 90 GB available space', 'Additional Notes: *1080p resolution, medium graphics settings, 60fps, SSD Required']","17 Oct, 2023","['Blizzard Entertainment, Inc.']","['Blizzard Entertainment, Inc.']",3.0,"(23,757)","11,876"
37,FINAL FANTASY XIV Online,"['MMORPG', 'RPG', 'Massively Multiplayer', 'Fantasy', 'Character Customization', 'JRPG', 'Story Rich', 'Open World', 'Multiplayer', 'Magic', 'Adventure', 'Third Person', 'Co-op', 'Action', 'Online Co-Op', 'Atmospheric', 'Exploration', 'Action RPG', 'Crafting', 'Female Protagonist']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 64 bit, Windows® 11 64 bit', 'Processor: Intel® Core™i7-7700 or higher', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 970 or higher, AMD Radeon RX 480 or higher', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 140 GB available space', 'Sound Card: DirectSound® supported sound card', 'Additional Notes: System Requirements may be subject to change. If you are using a router, please set up your ports so that the below packets can pass through. [Ports that may be used] TCP：80, 443, 54992～54994, 55006～55007, 55021～55040']","['Requires a 64-bit processor and operating system', 'OS: Windows® 10 64 bit, Windows® 11 64 bit', 'Processor: Intel® Core™i7-9700 or higher', 'Memory: 16 GB RAM', 'Graphics: NVIDIA GeForce RTX 2060 or higher, AMD Radeon RX 5600 XT or higher', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 140 GB available space', 'Sound Card: DirectSound® supported sound card', 'Additional Notes: System Requirements may be subject to change. If you are using a router, please set up your ports so that the below packets can pass through. [Ports that may be used] TCP：80, 443, 54992～54994, 55006～55007, 55021～55040']","18 Feb, 2014",['Square Enix'],['Square Enix'],2.0,"(70,358)","59,794"
